# x y area(micron**2) layer label
4.114285714285714590e+01 1.979523809523809632e+03 2.100000000000000000e+01 6.000000000000000000e+00 1.839000000000000000e+03
3.478474576271186720e+02 2.090000000000000000e+03 5.900000000000000000e+01 6.000000000000000000e+00 1.843000000000000000e+03
3.400000000000000000e+02 2.268173913043478478e+03 2.300000000000000000e+01 6.000000000000000000e+00 1.846000000000000000e+03
7.879999999999999716e+01 2.562300000000000182e+03 1.100000000000000000e+02 6.000000000000000000e+00 1.848000000000000000e+03
8.432558139534884276e+02 1.620651162790697754e+03 4.300000000000000000e+01 5.000000000000000000e+00 1.850000000000000000e+03
2.708815789473684390e+02 3.011750000000000000e+03 7.600000000000000000e+01 7.000000000000000000e+00 1.855000000000000000e+03
2.855000000000000000e+02 3.183500000000000000e+03 1.400000000000000000e+01 7.000000000000000000e+00 1.858000000000000000e+03
1.766666666666666607e+00 5.842666666666666515e+02 3.000000000000000000e+01 3.000000000000000000e+00 1.866000000000000000e+03
6.773750000000000000e+02 1.123000000000000000e+03 1.600000000000000000e+01 3.000000000000000000e+00 1.882000000000000000e+03
5.374189189189189619e+02 2.829689189189189165e+03 1.480000000000000000e+02 7.000000000000000000e+00 1.884000000000000000e+03
9.171250000000000000e+02 1.502424999999999955e+03 4.000000000000000000e+01 5.000000000000000000e+00 1.887000000000000000e+03
4.039024390243902474e+01 1.710926829268292749e+03 4.100000000000000000e+01 5.000000000000000000e+00 1.897000000000000000e+03
8.763243243243243796e+02 9.525540540540540633e+02 7.400000000000000000e+01 3.000000000000000000e+00 1.902000000000000000e+03
6.763442622950819896e+02 2.819868852459016580e+03 6.100000000000000000e+01 7.000000000000000000e+00 1.904000000000000000e+03
8.800434782608696196e+02 2.829652173913043498e+03 2.300000000000000000e+01 7.000000000000000000e+00 1.905000000000000000e+03
4.835925925925926094e+02 3.065222222222222172e+03 2.700000000000000000e+01 7.000000000000000000e+00 1.910000000000000000e+03
9.867719298245614254e+02 8.714298245614035068e+02 1.140000000000000000e+02 3.000000000000000000e+00 1.925000000000000000e+03
6.551351351351351013e+02 2.241081081081081265e+03 3.700000000000000000e+01 6.000000000000000000e+00 1.926000000000000000e+03
4.317333333333333485e+02 1.741200000000000045e+03 1.500000000000000000e+01 5.000000000000000000e+00 1.932000000000000000e+03
3.570909090909090651e+02 3.174090909090909008e+03 2.200000000000000000e+01 7.000000000000000000e+00 1.944000000000000000e+03
6.101578947368420813e+02 1.276000000000000000e+03 1.900000000000000000e+01 4.000000000000000000e+00 1.947000000000000000e+03
6.946734693877550626e+02 1.476632653061224573e+03 4.900000000000000000e+01 5.000000000000000000e+00 1.957000000000000000e+03
5.706666666666666288e+02 3.048545454545454504e+03 6.600000000000000000e+01 7.000000000000000000e+00 1.958000000000000000e+03
3.974571428571428555e+02 1.451742857142857247e+03 3.500000000000000000e+01 5.000000000000000000e+00 1.969000000000000000e+03
6.691578947368420813e+02 1.428157894736842081e+03 1.900000000000000000e+01 5.000000000000000000e+00 1.972000000000000000e+03
4.280000000000000000e+02 2.984000000000000000e+03 1.900000000000000000e+01 7.000000000000000000e+00 1.980000000000000000e+03
7.241000000000000227e+02 2.459699999999999818e+03 3.000000000000000000e+01 6.000000000000000000e+00 1.990000000000000000e+03
6.890333333333333030e+02 1.507099999999999909e+03 3.000000000000000000e+01 5.000000000000000000e+00 1.993000000000000000e+03
8.216250000000000000e+02 1.670674999999999955e+03 4.000000000000000000e+01 5.000000000000000000e+00 2.002000000000000000e+03
4.465238095238095184e+02 1.649857142857142890e+03 2.100000000000000000e+01 5.000000000000000000e+00 2.005000000000000000e+03
1.256315789473684248e+02 1.136809210526315837e+03 1.520000000000000000e+02 3.000000000000000000e+00 2.008000000000000000e+03
1.832500000000000000e+02 1.377888888888888914e+03 3.600000000000000000e+01 5.000000000000000000e+00 2.009000000000000000e+03
8.382142857142856940e+01 1.369214285714285779e+03 2.800000000000000000e+01 5.000000000000000000e+00 2.025000000000000000e+03
9.083725490196078454e+02 1.227607843137254804e+03 5.100000000000000000e+01 3.000000000000000000e+00 2.033000000000000000e+03
6.553846153846153300e+01 2.859307692307692378e+03 3.900000000000000000e+01 7.000000000000000000e+00 2.036000000000000000e+03
1.242222222222222285e+02 1.839861111111111086e+03 3.600000000000000000e+01 5.000000000000000000e+00 2.038000000000000000e+03
3.666333333333333258e+02 1.460633333333333439e+03 3.000000000000000000e+01 5.000000000000000000e+00 2.041000000000000000e+03
3.508224299065420837e+02 3.113943925233644677e+03 1.070000000000000000e+02 7.000000000000000000e+00 2.055000000000000000e+03
6.637714285714286007e+02 2.098057142857142935e+03 3.500000000000000000e+01 6.000000000000000000e+00 2.062000000000000000e+03
1.795833333333333428e+02 1.160270833333333258e+03 4.800000000000000000e+01 3.000000000000000000e+00 2.066000000000000000e+03
6.382500000000000000e+02 3.307305555555555657e+03 3.600000000000000000e+01 7.000000000000000000e+00 2.071000000000000000e+03
8.141315789473684390e+02 2.719236842105263349e+03 3.800000000000000000e+01 6.000000000000000000e+00 2.082000000000000000e+03
2.094545454545454675e+02 2.549363636363636488e+03 1.100000000000000000e+01 6.000000000000000000e+00 2.085000000000000000e+03
6.817647058823528994e+01 1.089235294117647072e+03 3.400000000000000000e+01 3.000000000000000000e+00 2.092000000000000000e+03
6.319575625680087114e+02 1.510009793253536373e+03 9.190000000000000000e+02 5.000000000000000000e+00 2.099000000000000000e+03
7.149600000000000364e+02 2.776466666666666697e+03 7.500000000000000000e+01 6.000000000000000000e+00 2.107000000000000000e+03
6.006666666666666998e+01 7.777333333333333485e+02 1.500000000000000000e+01 3.000000000000000000e+00 2.110000000000000000e+03
8.627500000000000000e+02 2.864916666666666515e+03 3.600000000000000000e+01 7.000000000000000000e+00 2.113000000000000000e+03
1.961538461538461453e+00 2.269000000000000000e+03 2.600000000000000000e+01 6.000000000000000000e+00 2.126000000000000000e+03
8.957142857142856940e+01 2.885619047619047706e+03 2.100000000000000000e+01 7.000000000000000000e+00 2.143000000000000000e+03
9.957999999999999545e+02 1.280200000000000045e+03 1.500000000000000000e+01 4.000000000000000000e+00 2.149000000000000000e+03
9.240571428571428214e+02 2.839342857142857156e+03 3.500000000000000000e+01 7.000000000000000000e+00 2.167000000000000000e+03
9.777121212121212466e+02 1.794909090909090992e+03 6.600000000000000000e+01 5.000000000000000000e+00 2.172000000000000000e+03
4.528648648648648418e+02 1.629486486486486456e+03 3.700000000000000000e+01 5.000000000000000000e+00 2.177000000000000000e+03
3.558421052631579187e+02 1.489105263157894797e+03 1.900000000000000000e+01 5.000000000000000000e+00 2.181000000000000000e+03
4.356521739130434980e+02 1.348956521739130494e+03 2.300000000000000000e+01 5.000000000000000000e+00 2.182000000000000000e+03
9.114754098360656087e+01 7.587540983606556892e+02 6.100000000000000000e+01 3.000000000000000000e+00 2.192000000000000000e+03
4.767666666666666515e+02 3.100733333333333121e+03 3.000000000000000000e+01 7.000000000000000000e+00 2.198000000000000000e+03
4.682413793103448256e+02 2.491793103448275815e+03 2.900000000000000000e+01 6.000000000000000000e+00 2.199000000000000000e+03
6.596250000000000000e+02 1.679437500000000000e+03 3.200000000000000000e+01 5.000000000000000000e+00 2.201000000000000000e+03
2.310000000000000000e+02 9.320000000000000000e+02 9.000000000000000000e+00 3.000000000000000000e+00 2.215000000000000000e+03
4.936842105263157805e+02 1.437210526315789366e+03 1.900000000000000000e+01 5.000000000000000000e+00 2.217000000000000000e+03
6.146000000000000227e+02 2.251866666666666788e+03 3.000000000000000000e+01 6.000000000000000000e+00 2.219000000000000000e+03
2.676301369863013520e+02 1.663479452054794592e+03 7.300000000000000000e+01 5.000000000000000000e+00 2.223000000000000000e+03
5.983606557377049029e+01 1.338475409836065637e+03 6.100000000000000000e+01 5.000000000000000000e+00 2.231000000000000000e+03
9.837708333333333712e+02 1.378416666666666742e+03 4.800000000000000000e+01 5.000000000000000000e+00 2.234000000000000000e+03
3.883611111111110858e+02 3.056916666666666515e+03 3.600000000000000000e+01 7.000000000000000000e+00 2.237000000000000000e+03
6.439772727272727479e+02 1.488681818181818244e+03 4.400000000000000000e+01 5.000000000000000000e+00 2.239000000000000000e+03
4.243243243243242979e+00 1.244009009009009105e+03 1.110000000000000000e+02 3.000000000000000000e+00 2.242000000000000000e+03
7.477500000000000000e+02 4.742500000000000000e+02 2.400000000000000000e+01 3.000000000000000000e+00 2.245000000000000000e+03
9.076448598130841674e+02 1.026728971962616924e+03 1.070000000000000000e+02 3.000000000000000000e+00 2.248000000000000000e+03
6.632727272727272521e+02 2.312666666666666515e+03 3.300000000000000000e+01 6.000000000000000000e+00 2.251000000000000000e+03
5.473870967741935374e+02 2.086516129032258050e+03 3.100000000000000000e+01 6.000000000000000000e+00 2.276000000000000000e+03
4.737419354838709751e+02 1.709322580645161224e+03 3.100000000000000000e+01 5.000000000000000000e+00 2.279000000000000000e+03
1.065000000000000000e+02 4.615000000000000000e+02 3.800000000000000000e+01 3.000000000000000000e+00 2.280000000000000000e+03
1.195789473684210549e+02 2.414105263157894569e+03 1.900000000000000000e+01 6.000000000000000000e+00 2.281000000000000000e+03
3.079565217391304373e+02 2.231782608695652016e+03 2.300000000000000000e+01 6.000000000000000000e+00 2.283000000000000000e+03
8.739333333333332803e+02 3.077800000000000182e+03 1.500000000000000000e+01 7.000000000000000000e+00 2.287000000000000000e+03
5.573750000000000000e+02 1.890099999999999909e+03 8.000000000000000000e+01 5.000000000000000000e+00 2.291000000000000000e+03
6.700434782608696196e+02 2.350536231884057997e+03 6.900000000000000000e+01 6.000000000000000000e+00 2.298000000000000000e+03
1.220999999999999943e+02 2.883900000000000091e+03 2.000000000000000000e+01 7.000000000000000000e+00 2.299000000000000000e+03
